@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	prajAnAWAH	3	 prajAnAWAswejasA 	prajAnAWa{puM;1;bahu}	prajAnAWa{puM;1;bahu}	viSeRaNam,2	prajAnAWa	-	-	-	-	-
2	we	1	we	wax{sarvanAma;puM;1;bahu}	wax{sarvanAma;puM;1;bahu}	karwA,12	ve	-	-	-	wax{sarvanAma;puM;1;bahu}	 rAmalakRmaNaBarawaSawruGnAH
3	wejasA	-	-	wejas{napuM;3;eka}	wejas{napuM;3;eka}	hewuH,12	weja_se	-	-	-	-	-
4	praSrayeNa	4	praSrayeNa	praSraya{puM;3;eka}	praSraya{puM;3;eka}	hewuH,12	praSraya_se	-	-	-	-	-
5	ca	5	ca	ca{avya}	ca{avya}	sambanXaH,4	BI	-	-	-	-	-
6	nixAGa-anwe	7	jahrurnixAGAnwe 	nixAGa-anwa{puM;7;eka}	nixAGa-anwa{puM;7;eka}	kAlAXikaraNam,8	nixAGa-anwa_meM	-	-	-	-	-
7	SyAma-aBrAH	8	SyAmABrA 	SyAma-aBra{puM;1;eka}	SyAma-aBra{puM;1;eka}	viSeRaNam,8	SyAma-aBra	-	-	-	-	-
8	xivasAH	9	xivasA 	xivasa{puM;1;bahu}/xivasa{puM;8;bahu}	xivasa{puM;1;bahu}	upamAnam,9	xina	-	-	-	-	-
9	iva	10	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,2	jEse	-	-	-	-	-
10	prajAnAM	2	prajAnAM	prajA{swrI;6;bahu}/pra-ja{napuM;6;bahu}	pra-ja{napuM;6;bahu}	RaRTIsambanXaH,11	proM_kA	-	-	-	-	-
11	manaH	6	mano	manas{napuM;1;eka}/manas{napuM;2;eka}/manas{napuM;8;eka}	manas{napuM;2;eka}	karma,12	mana	-	-	-	-	-
12	jahruH	-	jahruH	hq1{karwari;lit;pra;bahu;parasmEpaxI;hqF;:BvAxiH}/hq2{karwari;lit;pra;bahu;parasmEpaxI;hq;:juhowyAxiH}	hq1{karwari;lit;pra;bahu;parasmEpaxI;hqF;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	le_gaye	-	-	-	-	-
