@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	vilAsinaH	5	vilAsinaH	vilAsin{puM;2;bahu}/vilAsin{puM;1;bahu}/vilAsin{puM;6;eka}/vilAsin{puM;5;eka}/vilAsin{napuM;6;eka}/vilAsin{napuM;5;eka}	vilAsin{puM;1;bahu}	karma,11	viRayI	-	-	-	-	-
2	aruNa-rAga-niReXiBiH	1	aruNarAganiReXiBiraMSukEH 	aruNa-rAga- niReXiBiHpuM;3;bahu}	aruNa-rAga- niReXiBiHpuM;3;bahu}	viSeRaNam,3	aruNa-rAga	-	-	-	-	-
3	amSukEH	-	-	aMSuka{puM;3;bahu}	aMSuka{puM;3;bahu}	sup_samucciwaH,8	-	-	-	-	-	-
4	SravaNa-labXa-paxEH	2	SravaNalabXapaxESca 	SravaNa-labXa-paxa{puM;3;bahu}/SravaNa-labXa-paxa{napuM;3;bahu}	SravaNa-labXa-paxa{puM;3;bahu}	viSeRaNam,5	kAna-SravaNa2-laB-oM_se	-	-	-	-	-
5	yava-afkurEH	3	yavAfkurEH 	yava-afkura{puM;3;bahu}	yava-afkura{puM;3;bahu}	sup_samucciwaH,8	-	-	-	-	-	-
6	ca	-	-	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,8	Ora	-	-	-	-	-
7	para-BqwA-viruwEH	4	paraBqwAviruwESca 	para-Bqwa-viruwa{puM;3;bahu{kqxanwa}({kqw_XAwu ru2} kwa{XAwuH ru} axAxiH)	para-Bqwa-viruwa{puM;3;bahu{kqxanwa}({kqw_XAwu ru2} kwa{XAwuH ru} axAxiH)	viSeRaNam,8	-	-	-	-	-	-
8	smara-balEH	6	smarabalErabalEkarasAH 	smara-bala{napuM;3;bahu}/bala{puM;3;bahu}	smara-bala{puM;3;bahu}	karwA,11	kAmaxeva-bala_se	-	-	-	-	-
9	ca	-	-	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,8	Ora	-	-	-	-	-
10	abala-eka-rasAH	-	-	abala-eka-rasa{puM;1;bahu}/abala-eka-rasA{swrI;2;bahu}/abala-eka-rasa{swrI;1;bahu}	abala-eka-rasa{puM;1;bahu}	karmasamAnAXikaraNam,11	abala-eka-rase	-	-	-	-	-
11	kqwAH	7	kqwAH	kqwa{swrI;2;bahu(kq3;kwa;dukqF;:wanAxiH)}/kqwa{swrI;1;bahu(kq3;kwa;dukqF;:wanAxiH)}/kqwa{puM;1;bahu(kq3;kwa;dukqF;:wanAxiH)}	kqwa{puM;1;bahu(kq3;kwa;dukqF;:wanAxiH)}	aBihiwa_karma,1;sakarmaka	nirmiwa	-	-	-	-	-
